,Unnamed: 0,lfnr,krnr,agglvl,name,wkr,regbez,agg2833k,agg2833v,krnrv,c25wohn,c25lselb,c25lgewb,c25langs,c25larb,c25lmith,c25iselb,c25igewb,c25iangs,c25iarb,c25imith,c25hselb,c25hangs,c25harb,c25hmith,c25vselb,c25vangs,c25varb,c25vmith,c25gselb,c25ggewb,c25gangs,c25garb,c25gmith,c25dselb,c25dgewb,c25dangs,c25darb,c25dmith,c25dhaus,c25bland,c25bwerk,c25bhand,c25bverw,c25bgsun,c25bhaus,c25selb,c25hsgew,c25anges,c25arbei,c25mith,c25berwt,c25bbrlo,c25pop,c25prot,c25kath,c25juden,c33pop1,c33erwp,c33werwp,c33erwtt,c33erlos,c33brlos,c33aohb,c33waohb,c33land,c33indu,c33hndl,c33dnst,c33haus,c33selb,c33mith,c33beamt,c33angs,c33arbei,c33hsang,c33eloan,c33eloar,c33eloha,c33pop2,c33lv,rwz1,rwz2a,rwz2b,rwz2c,rwz2d,rwz3,rwz4a,rwz4b,rwz4c,rwz5,rwz6,rwz7,rwz8a,rwz8b,rwz8c,rwz8d,rwz9,rwz10a,rwz10b,rwz10c,rwz11,alos30d,alu30d,kru30d,we30d,alos31d,alu31d,kru31d,we31d,alos32d,alu32d,kru32d,we32d,com,treatment
75,1655,1656,344,GEMEINDEN AB 2000 E.,SONNEBERG,12,1,1656,1656,344,19157.0,162.0,0.0,27.0,88.0,143.0,3846.0,1600.0,1014.0,6695.0,415.0,1275.0,1575.0,861.0,212.0,93.0,857.0,111.0,6.0,122.0,0.0,69.0,43.0,8.0,0.0,0.0,0.0,57.0,0.0,376.0,420.0,11970.0,3923.0,1067.0,242.0,433.0,5498.0,1600.0,3542.0,7855.0,784.0,18055.0,1102.0,19157.0,18159.0,578.0,46.0,20083.0,9563.0,3219.0,6338.0,3225.0,1352.0,9168.0,6588.0,273.0,2999.0,1879.0,811.0,376.0,1492.0,386.0,451.0,1266.0,2370.0,373.0,435.0,2736.0,54.0,20083.0,447.0,19157.0,7693.0,5447.0,72.0,268.0,4958.0,444.0,487.0,69.0,19516.0,19438.0,176140.0,161.0,479.0,299.0,61.0,41.0,4323.0,235.0,400.0,415.0,,,,,,,,,1835.0,254.0,406.0,1175.0,1,0
76,412,413,108,GEMEINDEN AB 2000 E.,SOMMERFELD,5,1,413,413,108,11196.0,271.0,0.0,20.0,124.0,240.0,938.0,7.0,547.0,4401.0,60.0,486.0,1056.0,595.0,82.0,49.0,320.0,36.0,0.0,84.0,0.0,34.0,59.0,2.0,0.0,0.0,8.0,60.0,0.0,279.0,655.0,5946.0,2219.0,405.0,179.0,347.0,1828.0,7.0,1985.0,5275.0,384.0,9751.0,1445.0,11297.0,10615.0,360.0,33.0,10931.0,5168.0,1851.0,3956.0,1212.0,1709.0,4054.0,2951.0,483.0,2032.0,930.0,301.0,210.0,787.0,468.0,301.0,549.0,1648.0,203.0,97.0,1045.0,70.0,10931.0,681.0,11196.0,8559.0,6666.0,40.0,213.0,3412.0,750.0,222.0,28.0,9356.0,10871.0,99750.0,124.0,413.0,330.0,133.0,115.0,3125.0,133.0,154.0,597.0,,,,,,,,,,,,,1,0
77,3875,3876,739,stadtkreise,SOLINGEN,22,1,3876,3876,739,51929.0,325.0,0.0,43.0,174.0,224.0,10425.0,4997.0,4451.0,20817.0,183.0,3027.0,2838.0,1590.0,322.0,321.0,1497.0,222.0,1.0,300.0,0.0,224.0,226.0,1.0,6.0,4.0,105.0,237.0,0.0,1350.0,766.0,35876.0,7777.0,2041.0,751.0,1698.0,14404.0,5001.0,9158.0,23266.0,731.0,48909.0,3020.0,135706.0,91114.0,30554.0,274.0,140162.0,66725.0,15903.0,45052.0,21673.0,10092.0,63345.0,49857.0,1970.0,27590.0,9311.0,4011.0,2170.0,9475.0,2592.0,1997.0,7299.0,21554.0,2135.0,2389.0,18966.0,318.0,140162.0,3313.0,51929.0,8753.0,7088.0,28.0,140.0,14602.0,563.0,381.0,56.0,52774.0,52210.0,483820.0,130.0,509.0,327.0,34.0,21.0,13010.0,772.0,820.0,1118.0,11874.0,5002.0,4144.0,2728.0,17699.0,4609.0,5660.0,7430.0,19865.0,2002.0,5406.0,12457.0,1,0
78,3141,3142,619,GEMEINDEN AB 2000 E.,SOEST,18,1,3142,3142,619,20995.0,341.0,0.0,30.0,278.0,226.0,1728.0,32.0,752.0,4409.0,51.0,1405.0,3714.0,2069.0,161.0,250.0,1356.0,118.0,14.0,172.0,0.0,113.0,134.0,2.0,0.0,0.0,63.0,192.0,0.0,754.0,875.0,6940.0,7349.0,1738.0,421.0,1009.0,3896.0,32.0,6028.0,7200.0,454.0,18332.0,2663.0,20995.0,11504.0,9047.0,192.0,22573.0,9463.0,2965.0,8132.0,1331.0,2711.0,10399.0,7551.0,511.0,2784.0,2839.0,1288.0,710.0,1422.0,612.0,1019.0,1514.0,2860.0,705.0,231.0,1052.0,48.0,22573.0,797.0,20995.0,9725.0,9111.0,4.0,30.0,4808.0,311.0,532.0,157.0,22279.0,20380.0,183755.0,183.0,493.0,290.0,34.0,13.0,4182.0,289.0,337.0,315.0,871.0,645.0,99.0,127.0,1099.0,371.0,478.0,250.0,1217.0,303.0,401.0,513.0,1,0
79,5131,5662,1131,GEMEINDEN AB 2000 E.,SINGEN (HOHENTWIEL),32,1,5662,5662,1131,11470.0,236.0,0.0,22.0,48.0,183.0,985.0,8.0,1133.0,4693.0,21.0,570.0,1291.0,558.0,76.0,62.0,549.0,44.0,0.0,109.0,0.0,59.0,24.0,2.0,0.0,0.0,0.0,63.0,0.0,274.0,489.0,6832.0,2495.0,655.0,194.0,337.0,1962.0,8.0,3054.0,5430.0,282.0,11002.0,468.0,11470.0,1858.0,9229.0,23.0,15536.0,7521.0,2099.0,6119.0,1402.0,724.0,7291.0,5233.0,249.0,3469.0,1469.0,689.0,243.0,945.0,380.0,582.0,1057.0,2914.0,241.0,185.0,1170.0,47.0,15536.0,437.0,11470.0,9382.0,8280.0,8.0,48.0,2740.0,214.0,715.0,71.0,12146.0,12009.0,107060.0,107.0,562.0,312.0,19.0,6.0,2047.0,526.0,167.0,98.0,,,,,,,,,,,,,1,0
80,5681,5152,1040,GEMEINDEN AB 2000 E.,SIEGMAR,30,1,5152,5152,1040,10019.0,129.0,0.0,10.0,66.0,121.0,1450.0,692.0,987.0,5318.0,33.0,352.0,366.0,149.0,69.0,34.0,188.0,12.0,0.0,41.0,0.0,21.0,13.0,2.0,0.0,0.0,1.0,19.0,0.0,154.0,326.0,7788.0,936.0,234.0,77.0,174.0,2006.0,692.0,1573.0,5577.0,225.0,9535.0,484.0,10019.0,8832.0,202.0,17.0,10772.0,5878.0,2137.0,4448.0,1430.0,699.0,4195.0,3037.0,209.0,3249.0,652.0,199.0,139.0,623.0,256.0,156.0,568.0,2710.0,135.0,147.0,1272.0,11.0,10772.0,318.0,10019.0,6832.0,4286.0,67.0,263.0,2614.0,561.0,400.0,39.0,9406.0,10193.0,92755.0,114.0,460.0,376.0,50.0,31.0,2253.0,144.0,217.0,204.0,,,,,,,,,,,,,1,0
81,3547,3548,691,GEMEINDEN AB 2000 E.,SIEGLAR,20,1,3548,3548,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10801.0,480.0,10256.0,25.0,11980.0,5215.0,1364.0,3862.0,1353.0,735.0,6030.0,4283.0,842.0,2017.0,727.0,184.0,92.0,642.0,582.0,183.0,416.0,1949.0,90.0,101.0,1244.0,8.0,11980.0,1169.0,10801.0,9965.0,9856.0,0.0,0.0,2391.0,387.0,555.0,58.0,9627.0,10848.0,96895.0,89.0,416.0,432.0,63.0,30.0,2154.0,65.0,172.0,86.0,,,,,,,,,,,,,1,0
82,3139,3140,618,stadtkreise,SIEGEN,18,1,3140,3140,618,31205.0,126.0,0.0,32.0,74.0,89.0,2831.0,30.0,2388.0,9225.0,114.0,2183.0,4300.0,3453.0,172.0,283.0,1466.0,74.0,0.0,273.0,0.0,147.0,92.0,3.0,3.0,0.0,76.0,158.0,0.0,1085.0,321.0,14558.0,10108.0,1823.0,515.0,1322.0,5699.0,30.0,8409.0,13076.0,378.0,28647.0,2558.0,31205.0,21565.0,8019.0,130.0,32736.0,13757.0,3767.0,10641.0,3116.0,2800.0,16179.0,11876.0,222.0,4189.0,3953.0,1350.0,927.0,1934.0,538.0,1058.0,2480.0,3728.0,903.0,724.0,2295.0,97.0,32736.0,370.0,31205.0,9634.0,8983.0,0.0,0.0,7328.0,381.0,502.0,117.0,31542.0,30738.0,277890.0,150.0,479.0,322.0,49.0,28.0,6384.0,552.0,392.0,475.0,1473.0,951.0,277.0,245.0,2472.0,782.0,776.0,914.0,2528.0,261.0,615.0,1652.0,1,0
83,3534,3535,691,GEMEINDEN AB 2000 E.,SIEGBURG,20,1,3535,3535,691,19405.0,126.0,0.0,18.0,84.0,59.0,1585.0,32.0,1334.0,6926.0,72.0,1265.0,1403.0,656.0,209.0,161.0,1361.0,85.0,2.0,153.0,0.0,74.0,73.0,3.0,0.0,0.0,31.0,344.0,0.0,408.0,287.0,9917.0,3533.0,1609.0,303.0,783.0,3290.0,32.0,4221.0,8168.0,345.0,16432.0,2973.0,19843.0,3393.0,15935.0,255.0,20446.0,8218.0,2163.0,5622.0,2596.0,2663.0,9565.0,7146.0,173.0,2328.0,1724.0,1011.0,386.0,1204.0,332.0,615.0,1205.0,1886.0,380.0,426.0,2116.0,54.0,20446.0,327.0,19843.0,9738.0,9147.0,12.0,166.0,4961.0,390.0,524.0,86.0,20556.0,18866.0,170585.0,172.0,515.0,283.0,30.0,17.0,4555.0,177.0,229.0,337.0,,,,,,,,,,,,,1,0
84,2593,2594,529,GEMEINDEN AB 2000 E.,SELM,17,1,2594,2594,529,10842.0,302.0,0.0,16.0,165.0,257.0,359.0,22.0,554.0,7468.0,14.0,303.0,186.0,90.0,45.0,29.0,174.0,11.0,0.0,41.0,0.0,8.0,7.0,3.0,0.0,0.0,4.0,6.0,0.0,163.0,740.0,8395.0,624.0,214.0,59.0,173.0,1034.0,22.0,942.0,7747.0,319.0,10205.0,637.0,10842.0,3135.0,7382.0,16.0,10935.0,3661.0,818.0,1738.0,1923.0,894.0,6380.0,4282.0,608.0,548.0,351.0,146.0,85.0,382.0,457.0,71.0,130.0,614.0,84.0,57.0,1820.0,46.0,10935.0,930.0,10842.0,9775.0,9366.0,0.0,0.0,2072.0,406.0,520.0,74.0,8146.0,9961.0,84260.0,58.0,372.0,475.0,95.0,33.0,1821.0,134.0,117.0,45.0,,,,,,,,,,,,,1,0
85,4523,4524,914,stadtkreise,SELB,26,2,4524,4524,914,13366.0,134.0,0.0,29.0,50.0,120.0,921.0,1.0,1172.0,8204.0,51.0,490.0,292.0,101.0,112.0,52.0,387.0,96.0,0.0,70.0,0.0,22.0,21.0,3.0,0.0,0.0,10.0,6.0,0.0,173.0,333.0,10348.0,995.0,535.0,116.0,189.0,1667.0,1.0,1912.0,8478.0,286.0,12516.0,850.0,13366.0,10127.0,2957.0,12.0,13912.0,6966.0,2445.0,5406.0,1560.0,992.0,5954.0,4128.0,152.0,4058.0,670.0,369.0,157.0,766.0,271.0,281.0,670.0,3264.0,154.0,164.0,1375.0,21.0,13912.0,251.0,13366.0,7264.0,5086.0,64.0,253.0,3276.0,800.0,180.0,20.0,8905.0,13417.0,121445.0,55.0,294.0,412.0,239.0,202.0,2756.0,259.0,261.0,215.0,,,,,,,,,,,,,1,0
86,5456,4927,1010,GEMEINDEN AB 2000 E.,SEBNITZ,28,1,4927,4927,1010,11849.0,60.0,0.0,12.0,74.0,48.0,1933.0,784.0,729.0,5622.0,124.0,597.0,665.0,221.0,132.0,72.0,354.0,40.0,1.0,75.0,0.0,29.0,30.0,1.0,0.0,0.0,0.0,30.0,0.0,352.0,194.0,8408.0,1615.0,467.0,135.0,382.0,2737.0,784.0,1789.0,6017.0,306.0,11201.0,648.0,11849.0,9841.0,1209.0,13.0,12046.0,6709.0,2802.0,4470.0,2239.0,927.0,4410.0,3057.0,142.0,2834.0,915.0,368.0,211.0,936.0,357.0,258.0,535.0,2181.0,203.0,173.0,2046.0,20.0,12046.0,242.0,11849.0,6730.0,4273.0,67.0,202.0,3436.0,666.0,283.0,51.0,11652.0,11828.0,107860.0,173.0,447.0,321.0,59.0,39.0,3064.0,242.0,130.0,430.0,,,,,,,,,,,,,1,0
87,3038,3039,607,GEMEINDEN AB 2000 E.,SCHWERTE,18,1,3068,3068,607,16465.0,118.0,0.0,26.0,68.0,167.0,887.0,11.0,897.0,6535.0,39.0,744.0,2270.0,2083.0,96.0,84.0,402.0,52.0,4.0,84.0,0.0,63.0,57.0,2.0,5.0,0.0,17.0,160.0,0.0,309.0,379.0,8358.0,5193.0,542.0,206.0,491.0,1922.0,11.0,3675.0,8955.0,308.0,15169.0,1296.0,16465.0,10122.0,5640.0,73.0,18241.0,7577.0,1561.0,5784.0,1793.0,1368.0,9296.0,6889.0,221.0,2429.0,2379.0,462.0,293.0,768.0,342.0,563.0,749.0,3074.0,288.0,198.0,1540.0,55.0,18241.0,401.0,16465.0,8553.0,6932.0,7.0,33.0,3967.0,477.0,452.0,71.0,15280.0,16311.0,147105.0,109.0,451.0,385.0,55.0,33.0,3442.0,221.0,304.0,220.0,,,,,,,,,,,,,1,0
88,6243,6244,1221,stadtkreise,SCHWERIN,35,1,6244,6244,1221,48157.0,266.0,0.0,73.0,409.0,101.0,3676.0,63.0,1231.0,8423.0,57.0,3493.0,6785.0,3173.0,192.0,963.0,6403.0,498.0,0.0,486.0,0.0,519.0,380.0,7.0,0.0,0.0,62.0,616.0,0.0,1918.0,849.0,13387.0,13643.0,7864.0,1392.0,2596.0,8884.0,63.0,15073.0,13499.0,357.0,39731.0,8426.0,48157.0,45769.0,1447.0,175.0,53621.0,23359.0,6750.0,19834.0,3525.0,7257.0,23005.0,17280.0,600.0,5261.0,6494.0,5785.0,1694.0,3552.0,833.0,4025.0,4111.0,5675.0,1638.0,839.0,2445.0,241.0,53621.0,1409.0,48157.0,6373.0,3714.0,96.0,304.0,14332.0,405.0,498.0,97.0,60556.0,46788.0,430590.0,279.0,535.0,176.0,10.0,9.0,12340.0,1146.0,846.0,2034.0,2447.0,1487.0,289.0,671.0,3481.0,1334.0,926.0,1221.0,3739.0,566.0,885.0,2288.0,1,0
89,5028,5559,1107,GEMEINDEN AB 2000 E.,SCHWENNINGEN,31,1,5559,5559,1107,18978.0,178.0,0.0,5.0,41.0,506.0,1613.0,277.0,2210.0,11040.0,87.0,670.0,477.0,254.0,239.0,49.0,395.0,13.0,1.0,90.0,0.0,67.0,40.0,8.0,0.0,0.0,0.0,93.0,0.0,300.0,730.0,14950.0,1640.0,458.0,205.0,393.0,2600.0,277.0,3154.0,11481.0,841.0,18376.0,602.0,18978.0,12547.0,5322.0,6.0,20605.0,11446.0,3900.0,9278.0,2168.0,1040.0,8119.0,5850.0,347.0,6901.0,1221.0,532.0,277.0,1249.0,561.0,277.0,1302.0,5619.0,270.0,239.0,1908.0,21.0,20605.0,477.0,18978.0,9779.0,9326.0,0.0,0.0,4655.0,351.0,576.0,73.0,19430.0,18970.0,174900.0,101.0,592.0,288.0,19.0,11.0,3835.0,572.0,248.0,220.0,,,,,,,,,1328.0,154.0,414.0,760.0,1,0
90,3103,3104,615,GEMEINDEN AB 2000 E.,SCHWELM,18,1,0,0,615,21692.0,166.0,0.0,13.0,78.0,125.0,1890.0,193.0,1907.0,10865.0,78.0,1144.0,1279.0,670.0,141.0,95.0,778.0,53.0,0.0,139.0,0.0,81.0,74.0,1.0,0.0,0.0,32.0,133.0,0.0,490.0,382.0,14740.0,3234.0,926.0,295.0,655.0,3434.0,193.0,4090.0,11873.0,345.0,20232.0,1460.0,21692.0,14948.0,4655.0,64.0,23020.0,10769.0,2979.0,7193.0,3576.0,1748.0,10503.0,7819.0,320.0,4077.0,1583.0,796.0,417.0,1276.0,451.0,417.0,1391.0,3245.0,413.0,415.0,3097.0,64.0,23020.0,473.0,21692.0,6726.0,4063.0,229.0,745.0,5297.0,605.0,327.0,68.0,18952.0,21266.0,194365.0,115.0,385.0,422.0,78.0,48.0,4753.0,237.0,307.0,346.0,1976.0,927.0,483.0,566.0,3139.0,860.0,1030.0,1249.0,3293.0,303.0,721.0,2269.0,1,0
91,4665,4666,969,stadtkreise,SCHWEINFURT,26,4,4666,4666,969,36336.0,306.0,0.0,13.0,160.0,181.0,2349.0,24.0,3200.0,17776.0,88.0,1930.0,3294.0,1090.0,271.0,269.0,1334.0,46.0,15.0,232.0,0.0,119.0,106.0,5.0,0.0,0.0,5.0,102.0,0.0,867.0,660.0,23413.0,6585.0,1664.0,462.0,974.0,5086.0,24.0,7965.0,19280.0,560.0,33758.0,2578.0,36336.0,16269.0,18894.0,414.0,40176.0,18965.0,5384.0,16091.0,2874.0,2755.0,18456.0,13656.0,365.0,9630.0,3655.0,1574.0,867.0,1969.0,538.0,1385.0,3364.0,7979.0,856.0,411.0,2414.0,49.0,40176.0,638.0,36336.0,8004.0,5590.0,70.0,296.0,8418.0,455.0,485.0,60.0,32479.0,36265.0,326910.0,106.0,431.0,395.0,68.0,39.0,6432.0,1148.0,838.0,555.0,2804.0,1489.0,747.0,568.0,3602.0,1198.0,1194.0,1210.0,3407.0,734.0,829.0,1844.0,1,0
92,814,815,197,stadtkreise,SCHWEIDNITZ,7,1,815,815,197,30758.0,121.0,0.0,56.0,417.0,54.0,2191.0,90.0,1419.0,9419.0,105.0,1892.0,2489.0,2089.0,250.0,396.0,2974.0,344.0,1.0,226.0,0.0,221.0,193.0,5.0,1.0,1.0,58.0,490.0,0.0,1169.0,648.0,13134.0,6720.0,3715.0,645.0,1718.0,4827.0,91.0,7217.0,12952.0,415.0,26580.0,4178.0,30758.0,19276.0,10588.0,130.0,34153.0,15632.0,5009.0,11899.0,3733.0,4254.0,14267.0,10336.0,343.0,4266.0,3289.0,3073.0,928.0,1764.0,484.0,2307.0,2100.0,4347.0,897.0,583.0,2958.0,192.0,34153.0,860.0,30758.0,4805.0,2074.0,1007.0,2474.0,8231.0,673.0,269.0,58.0,26004.0,29316.0,266670.0,131.0,416.0,309.0,144.0,120.0,7148.0,611.0,472.0,1201.0,1626.0,763.0,250.0,613.0,2834.0,923.0,774.0,1137.0,2980.0,327.0,666.0,1987.0,1,0
93,5815,5286,1056,GEMEINDEN AB 2000 E.,SCHWARZENBERG,30,2,5286,5286,1056,11465.0,100.0,0.0,48.0,107.0,92.0,931.0,30.0,1074.0,5094.0,61.0,614.0,906.0,335.0,59.0,91.0,494.0,26.0,0.0,56.0,0.0,42.0,30.0,3.0,2.0,0.0,1.0,52.0,0.0,188.0,347.0,7160.0,1914.0,611.0,131.0,243.0,1794.0,30.0,2565.0,5644.0,215.0,10406.0,1059.0,11465.0,10721.0,410.0,5.0,12104.0,5449.0,1499.0,4033.0,1416.0,1097.0,5558.0,4145.0,209.0,2327.0,977.0,447.0,73.0,715.0,295.0,471.0,662.0,1822.0,68.0,168.0,1219.0,29.0,12104.0,361.0,11465.0,7649.0,5282.0,55.0,257.0,2927.0,539.0,411.0,50.0,10869.0,11524.0,104025.0,133.0,451.0,354.0,62.0,40.0,2464.0,230.0,233.0,226.0,,,,,,,,,,,,,1,0
94,4583,4584,941,stadtkreise,SCHWABACH,26,3,4584,4584,941,11782.0,265.0,0.0,2.0,73.0,227.0,1572.0,114.0,672.0,4970.0,102.0,707.0,522.0,264.0,134.0,94.0,617.0,17.0,0.0,80.0,0.0,56.0,24.0,2.0,0.0,0.0,4.0,38.0,0.0,243.0,567.0,7316.0,1627.0,728.0,162.0,285.0,2718.0,114.0,1873.0,5386.0,465.0,10685.0,1097.0,11782.0,9554.0,2103.0,46.0,12720.0,6779.0,2881.0,5389.0,1390.0,1275.0,4666.0,3165.0,374.0,3434.0,881.0,432.0,268.0,1089.0,453.0,323.0,558.0,2719.0,247.0,107.0,1258.0,25.0,12720.0,563.0,11782.0,8421.0,6520.0,26.0,134.0,3247.0,350.0,580.0,70.0,13598.0,11815.0,108260.0,222.0,526.0,236.0,16.0,6.0,2882.0,140.0,225.0,349.0,,,,,,,,,,,,,1,0
95,4999,5530,1101,GEMEINDEN AB 2000 E.,SCHRAMBERG,31,1,5530,5530,1101,12113.0,201.0,0.0,9.0,55.0,241.0,894.0,173.0,1603.0,6753.0,77.0,367.0,293.0,105.0,165.0,39.0,254.0,17.0,0.0,77.0,0.0,60.0,26.0,3.0,0.0,0.0,5.0,51.0,0.0,220.0,506.0,9327.0,930.0,310.0,166.0,276.0,1578.0,173.0,2224.0,7007.0,486.0,11515.0,598.0,12113.0,3199.0,8768.0,4.0,11741.0,6053.0,2073.0,5434.0,619.0,793.0,4895.0,3610.0,295.0,4041.0,592.0,330.0,176.0,646.0,365.0,169.0,760.0,3325.0,169.0,84.0,524.0,11.0,11741.0,409.0,12113.0,9254.0,8178.0,18.0,84.0,2861.0,185.0,738.0,77.0,13024.0,11886.0,108620.0,161.0,575.0,252.0,12.0,5.0,2258.0,397.0,206.0,173.0,,,,,,,,,,,,,1,0
96,1140,1141,260,GEMEINDEN AB 2000 E.,SCHOENEBECK,10,1,1141,1141,260,21353.0,225.0,0.0,30.0,451.0,246.0,1211.0,22.0,1220.0,8960.0,88.0,1171.0,1371.0,1759.0,193.0,110.0,753.0,84.0,4.0,131.0,0.0,70.0,67.0,6.0,3.0,0.0,29.0,381.0,0.0,432.0,952.0,11479.0,4494.0,951.0,274.0,845.0,2851.0,22.0,3473.0,11702.0,537.0,18995.0,2358.0,21378.0,19139.0,644.0,50.0,35101.0,14550.0,3864.0,10631.0,3919.0,4396.0,16155.0,11969.0,828.0,5682.0,2773.0,858.0,490.0,1838.0,818.0,591.0,1671.0,5229.0,484.0,408.0,3435.0,76.0,35101.0,1647.0,21353.0,8159.0,6182.0,24.0,115.0,5898.0,489.0,457.0,54.0,22662.0,21413.0,194755.0,184.0,502.0,276.0,38.0,25.0,5102.0,325.0,471.0,583.0,2066.0,896.0,423.0,747.0,2380.0,514.0,521.0,1345.0,,,,,1,0
97,527,528,133,stadtkreise,SCHNEIDEMUEHL,5,2,528,528,133,37518.0,196.0,0.0,75.0,418.0,142.0,2037.0,36.0,890.0,6872.0,113.0,1696.0,5976.0,7744.0,160.0,393.0,3175.0,295.0,0.0,198.0,0.0,160.0,179.0,7.0,5.0,0.0,76.0,469.0,0.0,829.0,831.0,9912.0,15576.0,3863.0,544.0,1379.0,4525.0,36.0,10352.0,15977.0,422.0,32105.0,5413.0,37520.0,24596.0,11262.0,586.0,43180.0,16744.0,4358.0,12403.0,4341.0,4165.0,22271.0,15987.0,637.0,3503.0,4559.0,2831.0,873.0,1906.0,651.0,2450.0,2297.0,4241.0,858.0,717.0,3439.0,185.0,43180.0,1737.0,37518.0,6615.0,3447.0,523.0,1715.0,9314.0,643.0,317.0,40.0,30997.0,38003.0,339610.0,102.0,365.0,389.0,144.0,102.0,7909.0,729.0,676.0,743.0,2072.0,1151.0,270.0,651.0,2893.0,921.0,953.0,1019.0,3072.0,486.0,951.0,1635.0,1,0
98,1486,1487,313,GEMEINDEN AB 2000 E.,SCHMOELLN,12,1,1487,1487,313,13475.0,143.0,0.0,11.0,265.0,119.0,1127.0,84.0,1029.0,7302.0,105.0,715.0,425.0,258.0,157.0,69.0,412.0,20.0,0.0,96.0,0.0,34.0,71.0,6.0,0.0,0.0,1.0,32.0,0.0,301.0,538.0,9563.0,1555.0,501.0,207.0,334.0,2150.0,84.0,1912.0,7948.0,387.0,12698.0,777.0,13475.0,10777.0,253.0,11.0,13398.0,6650.0,2578.0,4808.0,1842.0,1438.0,5310.0,3661.0,325.0,2964.0,868.0,416.0,235.0,917.0,246.0,221.0,613.0,2578.0,233.0,179.0,1633.0,30.0,13398.0,572.0,13475.0,8635.0,7041.0,29.0,135.0,3739.0,465.0,469.0,66.0,14624.0,13608.0,122905.0,180.0,522.0,270.0,28.0,14.0,3299.0,156.0,284.0,414.0,,,,,,,,,,,,,1,0
99,1781,1782,369,GEMEINDEN AB 2000 E.,SCHMALKALDEN,12,3,1782,1782,369,10440.0,74.0,0.0,30.0,46.0,62.0,1362.0,66.0,860.0,3620.0,73.0,745.0,924.0,293.0,116.0,148.0,517.0,42.0,0.0,109.0,0.0,47.0,39.0,4.0,0.0,0.0,36.0,101.0,0.0,299.0,212.0,5915.0,2078.0,707.0,199.0,436.0,2438.0,66.0,2414.0,4141.0,255.0,9547.0,893.0,10440.0,9000.0,265.0,81.0,10737.0,4784.0,1347.0,3594.0,1190.0,967.0,4986.0,3724.0,170.0,1655.0,1027.0,485.0,257.0,870.0,307.0,291.0,764.0,1116.0,246.0,234.0,907.0,49.0,10737.0,260.0,10440.0,9621.0,8936.0,15.0,110.0,2741.0,298.0,599.0,103.0,12125.0,10388.0,95120.0,221.0,523.0,228.0,28.0,18.0,2390.0,162.0,189.0,242.0,,,,,,,,,,,,,1,0
100,1880,1881,386,GEMEINDEN AB 2000 E.,SCHLESWIG,13,1,1881,1881,386,18451.0,420.0,0.0,35.0,185.0,67.0,1386.0,14.0,404.0,3202.0,71.0,1353.0,1349.0,1014.0,145.0,325.0,2086.0,149.0,1.0,241.0,0.0,750.0,238.0,5.0,17.0,0.0,19.0,228.0,0.0,700.0,707.0,5063.0,3861.0,2561.0,1234.0,964.0,3742.0,14.0,4643.0,5016.0,289.0,14390.0,4061.0,18505.0,17210.0,398.0,10.0,20694.0,7838.0,2267.0,6663.0,1175.0,3859.0,8997.0,6455.0,381.0,1722.0,1774.0,2205.0,581.0,1331.0,384.0,1421.0,1013.0,1942.0,572.0,159.0,957.0,59.0,20694.0,848.0,18451.0,9399.0,8280.0,14.0,116.0,4557.0,328.0,551.0,121.0,20696.0,16426.0,148045.0,301.0,480.0,197.0,22.0,9.0,3996.0,272.0,289.0,582.0,,,,,,,,,,,,,1,0
101,1396,1397,297,GEMEINDEN AB 2000 E.,SCHKEUDITZ,11,1,1402,1402,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12491.0,11086.0,373.0,51.0,13548.0,5915.0,1658.0,3909.0,2006.0,2177.0,5456.0,4054.0,207.0,1927.0,992.0,632.0,151.0,597.0,161.0,430.0,544.0,2026.0,151.0,135.0,1837.0,34.0,13548.0,388.0,7957.0,7689.0,5012.0,112.0,407.0,2081.0,407.0,549.0,44.0,8183.0,8217.0,74635.0,161.0,470.0,326.0,43.0,25.0,1770.0,125.0,186.0,187.0,,,,,,,,,,,,,1,0
102,1434,1435,303,GEMEINDEN AB 2000 E.,SANGERHAUSEN,11,1,1435,1435,303,11951.0,200.0,0.0,52.0,494.0,171.0,844.0,15.0,557.0,3732.0,77.0,664.0,1383.0,701.0,117.0,79.0,569.0,109.0,2.0,87.0,0.0,34.0,46.0,8.0,0.0,0.0,27.0,63.0,0.0,322.0,917.0,5210.0,2865.0,759.0,175.0,412.0,1874.0,15.0,2622.0,5145.0,375.0,10338.0,1613.0,11951.0,11141.0,460.0,37.0,12272.0,5264.0,1551.0,4188.0,1076.0,1310.0,5698.0,4201.0,515.0,1484.0,1335.0,556.0,298.0,812.0,400.0,416.0,729.0,1538.0,293.0,177.0,861.0,38.0,12272.0,1054.0,11951.0,9404.0,8458.0,14.0,89.0,3274.0,446.0,466.0,88.0,13416.0,11922.0,110825.0,210.0,494.0,261.0,35.0,21.0,2898.0,176.0,200.0,350.0,,,,,,,,,,,,,1,0
