DATE,Gemeinde,YEAR,MONTH,tot_unt_Arbeitslose_Einw,aircraft,i
1933-02-01,Gummersbach,1933,2,33.23262839879154,0.0,170
1934-02-01,Gummersbach,1934,2,18.129079042784625,0.0,170
1935-02-01,Gummersbach,1935,2,17.200413223140497,0.0,170
1936-02-01,Gummersbach,1936,2,18.20909420102426,0.0,170
1932-02-01,Göppingen,1932,2,38.19980038109065,0.0,171
1933-02-01,Göppingen,1933,2,33.641043848748446,0.0,171
1934-02-01,Göppingen,1934,2,18.90829694323144,0.0,171
1935-02-01,Göppingen,1935,2,9.499212046926983,0.0,171
1936-02-01,Göppingen,1936,2,8.599131312244989,0.0,171
1932-02-01,Görlitz,1932,2,59.60055756414165,0.0,172
1933-02-01,Görlitz,1933,2,55.51792721604043,0.0,172
1934-02-01,Görlitz,1934,2,36.50497843565306,0.0,172
1935-02-01,Görlitz,1935,2,44.40148288205989,0.0,172
1936-02-01,Görlitz,1936,2,50.99839534117597,0.0,172
1932-02-01,Göttingen,1932,2,34.299586578213635,0.0,173
1933-02-01,Göttingen,1933,2,23.567673527577295,0.0,173
1934-02-01,Göttingen,1934,2,14.928839900333628,0.0,173
1935-02-01,Göttingen,1935,2,9.302818393727485,0.0,173
1936-02-01,Göttingen,1936,2,8.008621418307834,0.0,173
1932-02-01,Güstrow,1932,2,94.6987572754444,0.0,174
1933-02-01,Güstrow,1933,2,58.83194961351274,0.0,174
1934-02-01,Güstrow,1934,2,21.00652543130419,0.0,174
1935-02-01,Güstrow,1935,2,11.18232044198895,0.0,174
1936-02-01,Güstrow,1936,2,15.126344321063216,0.0,174
1932-02-01,Gütersloh,1932,2,28.507092997072732,0.0,175
1933-02-01,Gütersloh,1933,2,17.31152441049485,0.0,175
1934-02-01,Gütersloh,1934,2,1.0980392156862744,0.0,175
1935-02-01,Gütersloh,1935,2,2.8987778125979315,0.0,175
1936-02-01,Gütersloh,1936,2,3.073187388549531,0.0,175
1932-02-01,Haan,1932,2,71.20437628912205,0.0,176
1933-02-01,Haan,1933,2,48.197137162529444,0.0,176
1934-02-01,Haan,1934,2,35.789281475394866,0.0,176
1935-02-01,Haan,1935,2,42.3728813559322,0.0,176
1936-02-01,Haan,1936,2,33.57664233576642,0.0,176
1932-02-01,Hagen,1932,2,76.39439598202486,0.0,177
1933-02-01,Hagen,1933,2,41.82686387456046,0.0,177
1934-02-01,Hagen,1934,2,25.542438965058214,0.0,177
1935-02-01,Hagen,1935,2,22.50400894770176,0.0,177
1936-02-01,Hagen,1936,2,18.92593143150583,0.0,177
1932-02-01,Hall,1932,2,56.173200702165005,0.0,178
1933-02-01,Hall,1933,2,42.00353127032803,0.0,178
1934-02-01,Hall,1934,2,12.744570095135522,0.0,178
1935-02-01,Hall,1935,2,6.500351370344343,0.0,178
1936-02-01,Hall,1936,2,8.691025186236253,0.0,178
1932-02-01,Hameln,1932,2,62.100670095059996,0.0,179
1933-02-01,Hameln,1933,2,47.39459619952494,0.0,179
1934-02-01,Hameln,1934,2,29.67741935483871,0.0,179
1935-02-01,Hameln,1935,2,31.305775683586777,0.0,179
1936-02-01,Hameln,1936,2,27.96105424587182,0.0,179
1932-02-01,Hamm,1932,2,49.99700736188975,0.0,180
1933-02-01,Hamm,1933,2,37.56901810880729,0.0,180
1934-02-01,Hamm,1934,2,25.370377351377844,0.0,180
1935-02-01,Hamm,1935,2,28.679583045853768,0.0,180
1936-02-01,Hamm,1936,2,31.875849991616523,0.0,180
1932-02-01,Hanau,1932,2,43.80199240012324,0.0,181
1933-02-01,Hanau,1933,2,30.66914498141264,0.0,181
1934-02-01,Hanau,1934,2,20.464656450815617,0.0,181
1935-02-01,Hanau,1935,2,21.259418729817007,0.0,181
1936-02-01,Hanau,1936,2,22.81555785022373,0.0,181
1932-02-01,Hann. Münden,1932,2,42.093003909824475,0.0,182
1933-02-01,Hann. Münden,1933,2,26.933590609422737,0.0,182
1934-02-01,Hann. Münden,1934,2,10.01024670922992,0.0,182
1935-02-01,Hann. Münden,1935,2,26.500389711613405,0.0,182
1936-02-01,Hann. Münden,1936,2,14.438166980539862,0.0,182
1932-02-01,Hannover,1932,2,67.99867301298988,0.0,183
1933-02-01,Hannover,1933,2,46.00506668825986,0.0,183
1934-02-01,Hannover,1934,2,33.275904616537645,0.0,183
1935-02-01,Hannover,1935,2,24.59492826760868,0.0,183
1936-02-01,Hannover,1936,2,17.397121281505626,0.0,183
1932-02-01,Harburg-Wilhelmsburg,1932,2,82.00119253811863,0.0,184
1933-02-01,Harburg-Wilhelmsburg,1933,2,57.585501315404855,0.0,184
1934-02-01,Harburg-Wilhelmsburg,1934,2,44.572435771894526,0.0,184
1935-02-01,Harburg-Wilhelmsburg,1935,2,33.88896297284082,0.0,184
1936-02-01,Harburg-Wilhelmsburg,1936,2,32.38669088653582,0.0,184
1932-02-01,Hattingen,1932,2,71.10091743119267,0.0,185
1933-02-01,Hattingen,1933,2,42.516890739097796,0.0,185
1934-02-01,Hattingen,1934,2,27.4037166711554,0.0,185
1935-02-01,Hattingen,1935,2,16.993728504956504,0.0,185
1936-02-01,Hattingen,1936,2,16.89894297448327,0.0,185
1932-02-01,Haynau,1932,2,78.28909681115142,0.0,186
1933-02-01,Haynau,1933,2,46.82546870754461,0.0,186
1934-02-01,Haynau,1934,2,28.08057905293451,0.0,186
1935-02-01,Haynau,1935,2,44.48522985492047,0.0,186
1936-02-01,Haynau,1936,2,50.72146917358985,0.0,186
1932-02-01,Heide,1932,2,47.00009418856551,0.0,187
1933-02-01,Heide,1933,2,25.987801644126225,0.0,187
1934-02-01,Heide,1934,2,9.294465568229827,0.0,187
1935-02-01,Heide,1935,2,21.173879901753196,0.0,187
1936-02-01,Heide,1936,2,15.61033865051608,0.0,187
1932-02-01,Heidelberg,1932,2,44.70338441073393,0.0,188
1933-02-01,Heidelberg,1933,2,25.511949562582473,0.0,188
1934-02-01,Heidelberg,1934,2,28.253596718327007,0.0,188
1935-02-01,Heidelberg,1935,2,39.58633051107285,0.0,188
1936-02-01,Heidelberg,1936,2,34.7950147976088,0.0,188
1932-02-01,Heidenau,1932,2,93.40082721155626,0.0,189
1933-02-01,Heidenau,1933,2,60.14722604584355,0.0,189
1934-02-01,Heidenau,1934,2,35.45725820607337,0.0,189
1935-02-01,Heidenau,1935,2,33.19913647237295,0.0,189
1936-02-01,Heidenau,1936,2,25.600653137392115,0.0,189
1932-02-01,Heidenheim,1932,2,41.89698816965439,0.0,190
1933-02-01,Heidenheim,1933,2,22.731623277182234,0.0,190
1934-02-01,Heidenheim,1934,2,4.081632653061225,0.0,190
1935-02-01,Heidenheim,1935,2,4.178779069767441,0.0,190
1936-02-01,Heidenheim,1936,2,1.6030779095864058,0.0,190
1932-02-01,Heilbronn,1932,2,36.799578429650445,0.0,191
1933-02-01,Heilbronn,1933,2,24.99814278285417,0.0,191
1934-02-01,Heilbronn,1934,2,19.27783049493083,0.0,191
1935-02-01,Heilbronn,1935,2,21.89926009302634,0.0,191
1936-02-01,Heilbronn,1936,2,11.595308793523879,0.0,191
1932-02-01,Helmstedt,1932,2,58.99825276645312,0.0,192
1933-02-01,Helmstedt,1933,2,38.072814976455724,0.0,192
1934-02-01,Helmstedt,1934,2,15.002557254077399,0.0,192
1935-02-01,Helmstedt,1935,2,6.096184240234816,0.0,192
1936-02-01,Helmstedt,1936,2,6.593640327555035,0.0,192
1932-02-01,Hemelingen,1932,2,58.80837912087912,0.0,193
1933-02-01,Hemelingen,1933,2,47.63510665205295,0.0,193
1934-02-01,Hemelingen,1934,2,25.790349417637273,0.0,193
1935-02-01,Hemelingen,1935,2,24.29317635353619,0.0,193
1936-02-01,Hemelingen,1936,2,16.098249107957844,0.0,193
1932-02-01,Hemer,1932,2,59.80806142034549,0.0,194
1933-02-01,Hemer,1933,2,42.30256334271744,0.0,194
1934-02-01,Hemer,1934,2,20.7190297429974,0.0,194
1935-02-01,Hemer,1935,2,19.197080291970803,0.0,194
1936-02-01,Hemer,1936,2,14.00437636761488,0.0,194
1932-02-01,Herford,1932,2,72.29955456570156,0.0,195
1933-02-01,Herford,1933,2,50.95728227827849,0.0,195
1934-02-01,Herford,1934,2,19.875936934608426,0.0,195
1935-02-01,Herford,1935,2,25.995904932224036,0.0,195
1936-02-01,Herford,1936,2,24.81247891198837,0.0,195
1932-02-01,Herne,1932,2,69.19789612097304,0.0,196
1933-02-01,Herne,1933,2,34.48203359895713,0.0,196
1934-02-01,Herne,1934,2,28.1986145543211,0.0,196
1935-02-01,Herne,1935,2,27.468185134149305,0.0,196
1936-02-01,Herne,1936,2,24.14411871446429,0.0,196
1932-02-01,Hersfeld,1932,2,83.69889454290227,0.0,197
1933-02-01,Hersfeld,1933,2,31.338793247534685,0.0,197
1934-02-01,Hersfeld,1934,2,17.916229521426843,0.0,197
1935-02-01,Hersfeld,1935,2,21.19771096961393,0.0,197
1936-02-01,Hersfeld,1936,2,15.180722891566266,0.0,197
1932-02-01,Herten,1932,2,51.009314488878445,0.0,198
1933-02-01,Herten,1933,2,20.52665532813325,0.0,198
1934-02-01,Herten,1934,2,13.351291210399953,0.0,198
1935-02-01,Herten,1935,2,21.411833626244874,0.0,198
1936-02-01,Herten,1936,2,23.69183070578256,0.0,198
1932-02-01,Hilden,1932,2,77.0979539389147,0.0,199
1933-02-01,Hilden,1933,2,66.74536422212385,0.0,199
1934-02-01,Hilden,1934,2,43.228936921041026,0.0,199
1935-02-01,Hilden,1935,2,32.373396023116854,0.0,199
1936-02-01,Hilden,1936,2,24.005520776852173,0.0,199
1932-02-01,Hildesheim,1932,2,75.20005471581972,0.0,200
1933-02-01,Hildesheim,1933,2,47.23215610013349,0.0,200
1934-02-01,Hildesheim,1934,2,27.131969514640996,0.0,200
1935-02-01,Hildesheim,1935,2,18.404809361537968,0.0,200
1936-02-01,Hildesheim,1936,2,24.459767186330556,0.0,200
1932-02-01,Hindenburg,1932,2,45.80015663751468,0.0,201
1933-02-01,Hindenburg,1933,2,46.74283203339558,0.0,201
1934-02-01,Hindenburg,1934,2,40.39178890999382,0.0,201
1935-02-01,Hindenburg,1935,2,41.00171863491284,0.0,201
1936-02-01,Hindenburg,1936,2,43.39425907752699,0.0,201
1932-02-01,Hirschberg,1932,2,55.30002090738031,0.0,202
1933-02-01,Hirschberg,1933,2,34.285331636923694,0.0,202
1934-02-01,Hirschberg,1934,2,25.662709383639616,0.0,202
1935-02-01,Hirschberg,1935,2,40.06378962442231,0.0,202
1936-02-01,Hirschberg,1936,2,40.80234833659491,0.0,202
1932-02-01,Hof,1932,2,47.80008233043562,0.0,203
1933-02-01,Hof,1933,2,32.88514879413286,0.0,203
1934-02-01,Hof,1934,2,20.632072867789127,0.0,203
1935-02-01,Hof,1935,2,23.397039277693754,0.0,203
1936-02-01,Hof,1936,2,17.015373945208648,0.0,203
1932-02-01,Hohenlimburg,1932,2,87.98657284875088,0.0,204
1933-02-01,Hohenlimburg,1933,2,28.073510773130547,0.0,204
1934-02-01,Hohenlimburg,1934,2,8.37657060698881,0.0,204
1935-02-01,Hohenlimburg,1935,2,5.704471569649758,0.0,204
1936-02-01,Hohenlimburg,1936,2,4.100367197062424,0.0,204
1932-02-01,Hohenstein-Ernstthal,1932,2,76.29850746268657,0.0,205
1933-02-01,Hohenstein-Ernstthal,1933,2,47.724234145207234,0.0,205
1934-02-01,Hohenstein-Ernstthal,1934,2,32.436438262455816,0.0,205
1935-02-01,Hohenstein-Ernstthal,1935,2,35.10269101666951,0.0,205
1936-02-01,Hohenstein-Ernstthal,1936,2,36.19935216230039,0.0,205
1932-02-01,Holzminden,1932,2,38.19929351844246,0.0,206
1933-02-01,Holzminden,1933,2,31.03859928372463,0.0,206
1934-02-01,Holzminden,1934,2,14.620110428493662,0.0,206
1935-02-01,Holzminden,1935,2,22.757077836920466,0.0,206
1936-02-01,Holzminden,1936,2,18.29974519342136,0.0,206
1932-02-01,Homberg,1932,2,43.598335604079985,0.0,207
1933-02-01,Homberg,1933,2,26.49250977787617,0.0,207
1934-02-01,Homberg,1934,2,17.110125646711012,0.0,207
1935-02-01,Homberg,1935,2,21.385230131715257,0.0,207
1936-02-01,Homberg,1936,2,19.05850259888672,0.0,207
1932-02-01,Husum,1932,2,40.69879055480898,0.0,208
1933-02-01,Husum,1933,2,27.92615499953144,0.0,208
1934-02-01,Husum,1934,2,6.998158379373849,0.0,208
1935-02-01,Husum,1935,2,33.86546092091907,0.0,208
1936-02-01,Husum,1936,2,34.330824306957965,0.0,208
1932-02-01,Hürth,1932,2,28.407155025553664,0.0,209
1933-02-01,Hürth,1933,2,11.829415310427969,0.0,209
1934-02-01,Hürth,1934,2,6.414256986339367,0.0,209
1935-02-01,Hürth,1935,2,4.502617801047121,0.0,209
1936-02-01,Hürth,1936,2,7.195737909084619,0.0,209
1932-02-01,Idar-Oberstein,1932,2,54.04509283819629,0.0,210
1933-02-01,Idar-Oberstein,1933,2,24.57036057801887,0.0,210
1934-02-01,Idar-Oberstein,1934,2,26.60164043449346,0.0,210
1935-02-01,Idar-Oberstein,1935,2,32.10051946898726,0.0,210
1936-02-01,Idar-Oberstein,1936,2,26.913186131063224,0.0,210
1932-02-01,Ilmenau,1932,2,71.28683765708827,0.0,211
1933-02-01,Ilmenau,1933,2,36.66904932094353,0.0,211
1934-02-01,Ilmenau,1934,2,26.89452304244292,0.0,211
1935-02-01,Ilmenau,1935,2,25.280112044817926,0.0,211
1936-02-01,Ilmenau,1936,2,22.90612703766161,0.0,211
1932-02-01,Ingolstadt,1932,2,50.19929307362563,0.0,212
1933-02-01,Ingolstadt,1933,2,30.034957551544554,0.0,212
1934-02-01,Ingolstadt,1934,2,17.140109229553808,0.0,212
1935-02-01,Ingolstadt,1935,2,14.305105983084474,0.0,212
1936-02-01,Ingolstadt,1936,2,21.16309880761453,0.0,212
1932-02-01,Insterburg,1932,2,54.40044845334557,0.0,213
1933-02-01,Insterburg,1933,2,51.68355590793092,0.0,213
1934-02-01,Insterburg,1934,2,32.890744471684826,0.0,213
1935-02-01,Insterburg,1935,2,38.5454016862099,0.0,213
1936-02-01,Insterburg,1936,2,28.617005849083966,0.0,213
1932-02-01,Iserlohn,1932,2,64.69961977186311,0.0,214
1933-02-01,Iserlohn,1933,2,36.30490190267323,0.0,214
1934-02-01,Iserlohn,1934,2,19.481274715050013,0.0,214
1935-02-01,Iserlohn,1935,2,13.23611233125421,0.0,214
1936-02-01,Iserlohn,1936,2,11.500291885580852,0.0,214
1932-02-01,Itzehoe,1932,2,67.70170526851616,0.0,215
1933-02-01,Itzehoe,1933,2,35.445651639545744,0.0,215
1934-02-01,Itzehoe,1934,2,20.418923453002925,0.0,215
1935-02-01,Itzehoe,1935,2,20.611161589593994,0.0,215
1936-02-01,Itzehoe,1936,2,17.299880525686977,0.0,215
1932-02-01,Jauer,1932,2,76.60132863118183,0.0,216
1933-02-01,Jauer,1933,2,39.203084832904885,0.0,216
1934-02-01,Jauer,1934,2,24.68354430379747,0.0,216
1935-02-01,Jauer,1935,2,30.693774226722567,0.0,216
1936-02-01,Jauer,1936,2,40.218510015042355,0.0,216
1932-02-01,Jena,1932,2,43.40466000951022,0.0,217
1933-02-01,Jena,1933,2,31.902147672609573,0.0,217
1934-02-01,Jena,1934,2,21.101812394105867,0.0,217
1935-02-01,Jena,1935,2,19.599752424179904,0.0,217
1936-02-01,Jena,1936,2,12.508602890571233,0.0,217
1932-02-01,Jülich,1932,2,39.78675091321947,0.0,218
1933-02-01,Jülich,1933,2,39.33608366113403,0.0,218
1934-02-01,Jülich,1934,2,29.59413754227734,0.0,218
1935-02-01,Jülich,1935,2,34.394784087687796,0.0,218
1936-02-01,Jülich,1936,2,28.36411609498681,0.0,218
1932-02-01,Kaiserslautern,1932,2,60.39351890880275,0.0,219
1933-02-01,Kaiserslautern,1933,2,41.5418119893239,0.0,219
1934-02-01,Kaiserslautern,1934,2,37.392614437748435,0.0,219
1935-02-01,Kaiserslautern,1935,2,38.6181783335729,0.0,219
1936-02-01,Kaiserslautern,1936,2,41.58156752616799,0.0,219
1932-02-01,Kamen,1932,2,63.595179075134624,0.0,220
1933-02-01,Kamen,1933,2,23.383084577114428,0.0,220
1934-02-01,Kamen,1934,2,16.62611516626115,0.0,220
1935-02-01,Kamen,1935,2,19.546332046332047,0.0,220
1936-02-01,Kamen,1936,2,29.7005795235029,0.0,220
1932-02-01,Kamenz,1932,2,73.1947679627307,0.0,221
1933-02-01,Kamenz,1933,2,44.691750574103516,0.0,221
1934-02-01,Kamenz,1934,2,23.509875895822407,0.0,221
1935-02-01,Kamenz,1935,2,26.1802949646566,0.0,221
1936-02-01,Kamenz,1936,2,40.77347099483769,0.0,221
1932-02-01,Karlsruhe,1932,2,37.19925763455374,0.0,222
1933-02-01,Karlsruhe,1933,2,24.590864559567095,0.0,222
1934-02-01,Karlsruhe,1934,2,20.054959232118897,0.0,222
1935-02-01,Karlsruhe,1935,2,19.4236318697672,0.0,222
1936-02-01,Karlsruhe,1936,2,21.00108179539168,0.0,222
1932-02-01,Kempten,1932,2,50.208057067081256,0.0,223
1933-02-01,Kempten,1933,2,31.087630441426885,0.0,223
1934-02-01,Kempten,1934,2,22.29823894590143,0.0,223
1935-02-01,Kempten,1935,2,23.88347884486232,0.0,223
1936-02-01,Kempten,1936,2,14.10848021786822,0.0,223
1932-02-01,Kettwig,1932,2,65.80086580086581,0.0,224
1933-02-01,Kettwig,1933,2,36.38132295719845,0.0,224
1934-02-01,Kettwig,1934,2,19.71941528499951,0.0,224
1935-02-01,Kettwig,1935,2,33.70127967177884,0.0,224
1936-02-01,Kettwig,1936,2,24.79258174719375,0.0,224
1932-02-01,Kiel,1932,2,65.68848336402816,0.0,225
1933-02-01,Kiel,1933,2,35.59678874673206,0.0,225
1934-02-01,Kiel,1934,2,25.304015577354054,0.0,225
1935-02-01,Kiel,1935,2,11.222380449262713,0.0,225
1936-02-01,Kiel,1936,2,8.58754576740307,0.0,225
1932-02-01,Kirchheim,1932,2,42.08955223880597,0.0,226
1933-02-01,Kirchheim,1933,2,32.19277108433735,0.0,226
1934-02-01,Kirchheim,1934,2,14.408136359355872,0.0,226
1935-02-01,Kirchheim,1935,2,9.993400584519657,0.0,226
1936-02-01,Kirchheim,1936,2,10.907381288199343,0.0,226
1932-02-01,Kitzingen,1932,2,44.20050514863027,0.0,227
1933-02-01,Kitzingen,1933,2,22.498132935026142,0.0,227
1934-02-01,Kitzingen,1934,2,14.60185017231997,0.0,227
1935-02-01,Kitzingen,1935,2,13.636774135284025,0.0,227
1936-02-01,Kitzingen,1936,2,10.604835085827267,0.0,227
1932-02-01,Koblenz,1932,2,48.29851752021563,0.0,228
1933-02-01,Koblenz,1933,2,30.31751342223072,0.0,228
1934-02-01,Koblenz,1934,2,27.569421057465632,0.0,228
1935-02-01,Koblenz,1935,2,36.41851414913665,0.0,228
1936-02-01,Koblenz,1936,2,35.96031964728575,0.0,228
1932-02-01,Kohlscheid,1932,2,27.99788695192816,0.0,229
1933-02-01,Kohlscheid,1933,2,15.578445560568655,0.0,229
1934-02-01,Kohlscheid,1934,2,9.053908131904643,0.0,229
1935-02-01,Kohlscheid,1935,2,15.289256198347108,0.0,229
1936-02-01,Kohlscheid,1936,2,15.494931179428006,0.0,229
1932-02-01,Kolberg,1932,2,56.39884412262929,0.0,230
1933-02-01,Kolberg,1933,2,34.23613918343232,0.0,230
1934-02-01,Kolberg,1934,2,7.685688002611354,0.0,230
1935-02-01,Kolberg,1935,2,33.92751039809863,0.0,230
1936-02-01,Kolberg,1936,2,45.70275403608737,0.0,230
1932-02-01,Konstanz,1932,2,58.5002715741717,0.0,231
1933-02-01,Konstanz,1933,2,48.96779007586121,0.0,231
1934-02-01,Konstanz,1934,2,19.748270502544724,0.0,231
1935-02-01,Konstanz,1935,2,26.884330622648378,0.0,231
1936-02-01,Konstanz,1936,2,15.682601075723696,0.0,231
1932-02-01,Krefeld-Uerdingen,1932,2,66.49535768829847,0.0,232
1933-02-01,Krefeld-Uerdingen,1933,2,36.56273874922691,0.0,232
1934-02-01,Krefeld-Uerdingen,1934,2,30.92301999866554,0.0,232
1935-02-01,Krefeld-Uerdingen,1935,2,28.717328901646773,0.0,232
1936-02-01,Krefeld-Uerdingen,1936,2,28.16443306730914,0.0,232
1932-02-01,Kreuzburg,1932,2,45.70044408558741,0.0,233
1933-02-01,Kreuzburg,1933,2,33.134684147795,0.0,233
1934-02-01,Kreuzburg,1934,2,26.70017276582378,0.0,233
1935-02-01,Kreuzburg,1935,2,30.49834931614526,0.0,233
1936-02-01,Kreuzburg,1936,2,29.21259842519685,0.0,233
1932-02-01,Kreuznach,1932,2,35.09891512444161,0.0,234
1933-02-01,Kreuznach,1933,2,17.61201761201761,0.0,234
1934-02-01,Kreuznach,1934,2,20.49855411984333,0.0,234
1935-02-01,Kreuznach,1935,2,27.492037925101585,0.0,234
1936-02-01,Kreuznach,1936,2,19.080342130272683,0.0,234
1932-02-01,Kulmbach,1932,2,40.792246101980616,0.0,235
1933-02-01,Kulmbach,1933,2,20.8298755186722,0.0,235
1934-02-01,Kulmbach,1934,2,25.35072606448437,0.0,235
1935-02-01,Kulmbach,1935,2,21.506269202026076,0.0,235
1936-02-01,Kulmbach,1936,2,16.493990882718606,0.0,235
1932-02-01,Köln,1932,2,61.50172193436726,0.0,236
1933-02-01,Köln,1933,2,45.18627466739537,0.0,236
1934-02-01,Köln,1934,2,38.039617187012404,0.0,236
1935-02-01,Köln,1935,2,34.33692664060068,0.0,236
1936-02-01,Köln,1936,2,34.32591328134526,0.0,236
1932-02-01,Königsberg,1932,2,62.39913745130774,0.0,237
1933-02-01,Königsberg,1933,2,45.49451780026942,0.0,237
1934-02-01,Königsberg,1934,2,24.995802884447865,0.0,237
1935-02-01,Königsberg,1935,2,25.59467656053133,0.0,237
1936-02-01,Königsberg,1936,2,19.642857142857142,0.0,237
1932-02-01,Köslin,1932,2,61.601999028250155,0.0,238
1933-02-01,Köslin,1933,2,46.51711924439198,0.0,238
1934-02-01,Köslin,1934,2,18.699616756971057,0.0,238
1935-02-01,Köslin,1935,2,49.7117443584253,0.0,238
1936-02-01,Köslin,1936,2,36.12273820902409,0.0,238
1932-02-01,Köthen,1932,2,64.39977456321623,0.0,239
1933-02-01,Köthen,1933,2,46.036093497917676,0.0,239
1934-02-01,Köthen,1934,2,34.10538940109437,0.0,239
1935-02-01,Köthen,1935,2,25.798710064496774,0.0,239
1936-02-01,Köthen,1936,2,17.783245721955037,0.0,239
1932-02-01,Küstrin,1932,2,50.70156234451189,0.0,240
1933-02-01,Küstrin,1933,2,33.85103620714526,0.0,240
1934-02-01,Küstrin,1934,2,20.402420149148725,0.0,240
1935-02-01,Küstrin,1935,2,17.7346338731507,0.0,240
1936-02-01,Küstrin,1936,2,29.759939631184267,0.0,240
1932-02-01,Lahr,1932,2,52.99751684994679,0.0,241
1933-02-01,Lahr,1933,2,32.23124640276268,0.0,241
1934-02-01,Lahr,1934,2,28.99845182803382,0.0,241
1935-02-01,Lahr,1935,2,20.19721991208269,0.0,241
1936-02-01,Lahr,1936,2,21.696486952386614,0.0,241
1932-02-01,Lampertheim,1932,2,75.6004838430966,0.0,242
1933-02-01,Lampertheim,1933,2,28.870558375634516,0.0,242
1934-02-01,Lampertheim,1934,2,17.55827854154214,0.0,242
1935-02-01,Lampertheim,1935,2,38.78760597194088,0.0,242
1936-02-01,Lampertheim,1936,2,47.5152244192166,0.0,242
1932-02-01,Landau i. d. Pfalz,1932,2,34.098768847696775,0.0,243
1933-02-01,Landau i. d. Pfalz,1933,2,26.07381282277365,0.0,243
1934-02-01,Landau i. d. Pfalz,1934,2,24.669499527856466,0.0,243
1935-02-01,Landau i. d. Pfalz,1935,2,38.992883200765505,0.0,243
1936-02-01,Landau i. d. Pfalz,1936,2,37.90959100693614,0.0,243
1932-02-01,Landeshut,1932,2,45.20166898470097,0.0,244
1933-02-01,Landeshut,1933,2,29.257580051005952,0.0,244
1934-02-01,Landeshut,1934,2,21.19709707551915,0.0,244
1935-02-01,Landeshut,1935,2,18.702344986332903,0.0,244
1936-02-01,Landeshut,1936,2,22.107378696525984,0.0,244
1932-02-01,Landsberg a. d. W.,1932,2,68.31465865773363,0.0,245
1933-02-01,Landsberg a. d. W.,1933,2,35.90520313613685,0.0,245
1934-02-01,Landsberg a. d. W.,1934,2,21.169070599718033,0.0,245
1935-02-01,Landsberg a. d. W.,1935,2,20.20620354425965,0.0,245
1936-02-01,Landsberg a. d. W.,1936,2,26.498573823676704,0.0,245
1932-02-01,Landshut,1932,2,50.29948045931368,0.0,246
1933-02-01,Landshut,1933,2,36.57296552628989,0.0,246
1934-02-01,Landshut,1934,2,20.00782064650678,0.0,246
1935-02-01,Landshut,1935,2,17.69825290641034,0.0,246
1936-02-01,Landshut,1936,2,27.321169061844017,0.0,246
1932-02-01,Langenbielau,1932,2,57.899955927721464,0.0,247
1933-02-01,Langenbielau,1933,2,46.806051691531835,0.0,247
1934-02-01,Langenbielau,1934,2,31.169094877912585,0.0,247
1935-02-01,Langenbielau,1935,2,35.587188612099645,0.0,247
1936-02-01,Langenbielau,1936,2,31.918142944410505,0.0,247
1932-02-01,Langensalza,1932,2,85.1969292389853,0.0,248
1933-02-01,Langensalza,1933,2,32.03992915794558,0.0,248
1934-02-01,Langensalza,1934,2,21.017959375735238,0.0,248
1935-02-01,Langensalza,1935,2,42.09453633299365,0.0,248
1936-02-01,Langensalza,1936,2,31.785798168010643,0.0,248
1932-02-01,Lauban,1932,2,51.0,0.0,249
1933-02-01,Lauban,1933,2,30.943817437678284,0.0,249
1934-02-01,Lauban,1934,2,22.318125770653513,0.0,249
1935-02-01,Lauban,1935,2,19.706860450794434,0.0,249
1936-02-01,Lauban,1936,2,27.709054923305295,0.0,249
1932-02-01,Lauenburg,1932,2,70.39953339165938,0.0,250
1933-02-01,Lauenburg,1933,2,43.163879229453,0.0,250
1934-02-01,Lauenburg,1934,2,2.6000212246630587,0.0,250
1935-02-01,Lauenburg,1935,2,55.377333683933735,0.0,250
1936-02-01,Lauenburg,1936,2,61.59763937190431,0.0,250
1932-02-01,Leer,1932,2,83.79614505063705,0.0,251
1933-02-01,Leer,1933,2,27.476840948343536,0.0,251
1934-02-01,Leer,1934,2,11.900221222061178,0.0,251
1935-02-01,Leer,1935,2,25.501324252743096,0.0,251
1936-02-01,Leer,1936,2,17.400514449992436,0.0,251
1932-02-01,Lehrte,1932,2,68.90112967976847,0.0,252
1933-02-01,Lehrte,1933,2,36.4644903155406,0.0,252
1934-02-01,Lehrte,1934,2,19.445187762019447,0.0,252
1935-02-01,Lehrte,1935,2,9.296148738379815,0.0,252
1936-02-01,Lehrte,1936,2,15.574415959401524,0.0,252
1932-02-01,Lemgo,1932,2,65.18711923411662,0.0,253
1933-02-01,Lemgo,1933,2,54.05856344373071,0.0,253
1934-02-01,Lemgo,1934,2,32.03883495145631,0.0,253
1935-02-01,Lemgo,1935,2,38.60442577935713,0.0,253
1936-02-01,Lemgo,1936,2,30.599063458743743,0.0,253
1932-02-01,Lengerich,1932,2,43.504020313161234,0.0,254
1933-02-01,Lengerich,1933,2,25.365538411826478,0.0,254
1934-02-01,Lengerich,1934,2,6.717700359318857,0.0,254
1935-02-01,Lengerich,1935,2,9.689460725915337,0.0,254
1936-02-01,Lengerich,1936,2,11.383471199817864,0.0,254
1932-02-01,Leobschütz,1932,2,76.63451232583066,0.0,255
1933-02-01,Leobschütz,1933,2,53.7937166567872,0.0,255
1934-02-01,Leobschütz,1934,2,30.09694689625235,0.0,255
1935-02-01,Leobschütz,1935,2,31.887201735357916,0.0,255
1936-02-01,Leobschütz,1936,2,30.498406259055347,0.0,255
1932-02-01,Leverkusen,1932,2,34.60475141745935,0.0,256
